system:index,date,surface_pressure_hPa,surface_pressure_max_hPa,surface_pressure_min_hPa,.geo
20000101,2000-01-01,832.3612563492217,834.2699052449159,830.5498719563593,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000102,2000-01-02,831.7938976573723,833.8804820262444,830.0923869755326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000103,2000-01-03,830.497849447563,832.1989774813911,828.9464460754474,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000104,2000-01-04,830.6661704957143,832.0368300465377,829.1353623947076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000105,2000-01-05,830.9269534382394,832.6018494729899,829.3268933690885,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000106,2000-01-06,829.9776412624766,831.8929390833773,828.2766445627329,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000107,2000-01-07,829.6058319218754,831.1593859926232,827.9860364930117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000108,2000-01-08,828.5215692791157,830.8069240339375,826.4823552156336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000109,2000-01-09,827.4879374834117,829.4338952768451,825.8801700462536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000110,2000-01-10,827.7801168802606,829.5278433353628,826.1297163506079,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000111,2000-01-11,828.434591101727,830.3060856487754,826.6891258206971,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000112,2000-01-12,827.6593732504043,829.6091067227896,825.7100074664407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000113,2000-01-13,826.5141660264724,828.8151257905869,824.7710968023302,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000114,2000-01-14,826.2217141539033,827.8850939266713,824.4460910651691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000115,2000-01-15,827.8589669206278,829.4804367944125,825.933712757035,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000116,2000-01-16,830.1788475019486,832.090057554028,828.1951273290733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000117,2000-01-17,832.0817338939166,834.2181877495091,829.8793298923715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000118,2000-01-18,832.3086643441211,834.5862939708445,829.8788743721983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000119,2000-01-19,828.5453590381712,831.8929769289394,825.7174736564747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000120,2000-01-20,826.5836993336227,828.6013354336098,824.4666241657637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000121,2000-01-21,828.5764638398243,830.2650501562115,826.8320174891973,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000122,2000-01-22,828.7114553093556,830.4605636548027,826.9887073352928,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000123,2000-01-23,829.4704075391162,831.0801573018841,827.82639129896,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000124,2000-01-24,830.8911196606257,832.4826551865043,829.1523726090746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000125,2000-01-25,832.0120067549384,833.6561035923371,830.3054143678943,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000126,2000-01-26,831.8524548688165,833.8992636085356,830.0216555010489,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000127,2000-01-27,831.1684997982885,832.908225271455,829.5310421331353,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000128,2000-01-28,831.2178712518989,833.07894319424,829.429997212609,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000129,2000-01-29,831.7611684231939,833.462791701875,829.9070577686235,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000130,2000-01-30,831.7593142433394,833.9282809690434,829.4208984867136,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000131,2000-01-31,829.4863880470804,832.1028516795336,827.0893723741322,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000201,2000-02-01,827.230149019819,829.4411202282138,825.2930942050717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000202,2000-02-02,828.415201497662,830.2834355065492,826.2198081314264,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000203,2000-02-03,829.9649473460166,832.0120465389587,827.9994397745685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000204,2000-02-04,828.2886992831292,830.6478224477341,826.2093933678331,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000205,2000-02-05,827.4370492523157,829.5658989520053,825.5621608881398,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000206,2000-02-06,828.4199334507202,830.0887618132323,826.5839811575815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000207,2000-02-07,828.162637049553,830.1561796145212,826.4199193441196,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000208,2000-02-08,827.411445517662,829.1726148909471,825.637618480242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000209,2000-02-09,827.4441996477783,829.2470268669383,825.5708585976724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000210,2000-02-10,827.069965554216,828.9980668671354,825.2775093660426,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000211,2000-02-11,826.7909585249098,828.5644551568331,824.9661880492498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000212,2000-02-12,828.3193487624222,830.1259023063898,826.1750688574595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000213,2000-02-13,829.2146509496243,830.6510658730299,827.474107865879,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000214,2000-02-14,830.1060766264742,831.8131919749671,828.3967563664637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000215,2000-02-15,829.6254625979615,831.9367398424014,827.4062249591082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000216,2000-02-16,827.4839142277488,829.9415265175472,825.39030541791,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000217,2000-02-17,825.3935502522082,827.4716985336546,823.5498717192902,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000218,2000-02-18,825.898439288296,827.6121531287633,824.2082587728257,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000219,2000-02-19,825.8310387200797,827.636831261013,824.140992763179,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000220,2000-02-20,825.460644609152,827.1544859844785,823.5416893861868,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,826.9714228445735,828.8433616171094,824.6535864878222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,828.1792535426614,830.2348964162503,826.5125241686742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,828.99509394857,830.7253010186267,827.1630657674365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,829.4638341553252,831.2849619897019,827.6966435873851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,827.7810286337398,830.3478626077405,825.5956680558163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,826.4774748389272,828.2432157369926,824.6754590848644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,827.5807007554405,829.1789478856248,825.5474593440805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,829.1837103266154,831.122045063955,827.172432705693,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,827.9275065906081,830.5073758107148,825.541724164858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,826.0168232149377,828.1771817871426,823.9234866457214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,825.9818867907968,827.9248619830666,824.0498953174908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,826.2135858505493,828.4329007084995,823.9580492869467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,826.5071825942563,828.6662899071279,824.4895412426738,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,826.8652151974231,829.2069112174977,824.6285436534982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,827.0325746675508,828.6510689941459,825.1307051481014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,827.6273083824804,829.69545687545,825.5088992786027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,826.9225324350723,829.4701678963951,824.9582730127515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,826.0199379903077,827.9711495776073,824.142337821182,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,825.6374798429938,827.738235620489,823.727089172617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,825.1350898698558,827.167082786559,823.3554394242144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,824.0176826866322,826.0851047827105,822.1908346811495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,825.1375822296349,827.0473208856091,822.9597303748807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,827.5014324144329,829.1350511672281,825.6316733629676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,827.3433749828328,829.4611937730773,825.3300634493894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,825.8143585210942,827.9446526980515,823.9563695023684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,825.2660022827794,827.0856466765993,823.1824979704247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,826.2186493571844,828.2060558892863,824.0134502174582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,827.0591355831511,829.0497868647699,825.1825347868387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,827.2148101668189,828.982356333949,825.1974871865175,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,827.9846465357462,830.0120791181727,825.8981675569688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,828.7721468041065,830.4568573680973,826.8225662585224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,829.7111124401994,831.7680680529044,827.6566290405584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,831.2069923350999,833.4709787609565,828.713212936676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,832.3503205101389,834.2323879150965,830.0820881965399,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,832.4846787365934,834.3936550659307,830.5209045812561,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,831.8135035661987,833.8102834893907,829.8708154371886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,831.2507521905478,833.0203033568856,829.3769221896978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,830.7598249111035,832.832597816815,828.8367225155226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,829.0387423566009,831.6332378836994,826.9167886649049,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,827.7658661625045,829.916650899042,825.8270485917358,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,827.321534723828,829.2913283558496,825.3695359907333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,826.5880571077657,828.6742558612008,824.3609526371131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,826.5518873560429,828.7280351481085,824.6578021141443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,826.3617236409656,828.4286903020746,824.3413493341908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,826.0308221892108,827.8205116855136,824.135788029962,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,826.7504453367379,828.4259270857826,824.69579537848,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,828.5643043756204,830.3204969370522,826.6344569434867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,828.0607939574065,830.6268132277065,825.8782119532284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,827.1236239921082,828.9834457621503,825.3357367520334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,827.3973383264037,829.3105445029553,825.4841441977017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,827.7072012549999,829.698957098881,825.6864853761473,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,827.4641317846297,829.672201604083,825.4100046268841,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,826.0721726096751,828.2313152136501,824.0151683511564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,825.6926993472357,827.5338921900119,823.2719758389181,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,826.710623631135,828.6026393708138,824.3651227740621,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,827.2657653979225,829.1669907147739,825.175811078673,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,827.0272757843577,828.6336893297334,825.0720381434138,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,828.0424597496915,829.6835801289053,825.8524279408703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,828.4457385088452,830.6045154483255,826.327744221221,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,826.9326486365167,829.1920962056224,824.749486227063,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,826.6447050078957,828.3999278671521,824.5908419483352,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,827.027781568048,828.8057220408028,824.925172171823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,826.1161983458735,828.3483771034471,823.8634431550163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,824.9744708096716,827.2003489683627,822.762923482024,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,824.2234562049413,826.1201135119193,822.1910445169303,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,824.7380272019739,826.3708830516088,822.8138951857846,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,824.7065508196382,826.4579143690745,822.764658030709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,824.7402949360488,826.3264050285779,822.7390886435065,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,825.8892328272981,827.4739513608891,823.891700766219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,827.111847683551,829.1625564512098,824.9753399078875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,827.433412828733,829.3135383866722,825.3326282129163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,828.8106499584029,830.5742709329811,826.7424329141317,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,829.4302567888427,831.140573330981,827.4844915121242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,829.1405240642657,830.8718037672613,826.9087731049357,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,829.7028999084722,831.4057481706255,827.5126474304643,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,829.191958944036,831.0420170584856,826.915131707243,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,829.5419878470306,831.5362729160559,827.3441955083775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,829.6376285452332,831.333709269476,827.6862725323876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,829.2484431804403,831.326233632347,827.2363026412094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,828.3606718219804,830.3157914686049,826.2323976288583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,827.6940169372909,829.7205091618695,825.4764832662595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,827.1847564097841,828.9786103068155,825.0742433077208,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,827.2444411796394,829.0268492332634,825.2243329236546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,826.7331356591237,828.6212264672523,824.6107885613675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,826.5512736696642,828.2557615108278,824.4907156352967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,825.940544458581,827.85508456883,823.828035740412,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,824.9557263492859,826.9900725652228,822.6916882961697,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,824.3220121118447,826.1337473379592,822.2247800029818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,824.4101615429556,826.0354141072218,822.3529691782203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,825.0734739137924,826.6335690758004,823.0252159367684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,825.2940848977272,826.9325098646235,823.3096222650149,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,825.64531464411,827.0781022122353,823.9062015311255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,825.1882867716005,826.7125033700132,823.322802855286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,824.2207959491473,826.0490833944143,822.3476236340516,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,823.2704361141137,825.0333204108333,821.4420596090665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,822.7575214079287,824.1666758485114,821.0060628163504,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,824.1490626919582,825.6503525683005,822.1880904763991,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,825.5872263932487,827.0924049361679,823.6389926342498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,826.2903325072949,827.8662597683995,824.2550127532386,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,826.0413669625459,827.7724706817443,824.090924813296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,824.9781437575185,827.0682743612974,822.9666197233165,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,824.0199768486783,825.7291114201839,821.7978563158555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,824.8689884622042,826.726811978528,822.6369274807224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,824.5145883346188,826.3286873703148,822.3968518683803,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,824.1919260965207,825.6879131010775,822.2180368857871,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,823.8479821230134,825.5810691830114,821.7665119120906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,823.8876862871845,825.5801077442967,821.9141848928131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,824.1874589169421,825.8496220390549,822.2221287153866,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,824.292427992222,826.2155684628802,822.180691080272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,824.8009435154648,826.3608126238138,822.991936966395,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,824.5650080039235,826.0293771721756,822.7839455831571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,824.6715306584091,826.3420399496683,822.8064352982308,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,824.9605426533107,826.6661862649955,822.9640044904877,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,825.279646558684,826.780943904879,823.574227643574,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,825.0430629548317,826.4697622732743,823.3073641291163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,824.8470321051635,826.3126530475099,822.969662253997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,824.7093510830978,826.0720810513305,822.8902116213312,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,824.8109539654465,826.2075859190679,822.9606323688564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,824.6638848269648,826.0934528043383,822.9554873099102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,824.5249269481528,825.8751479116285,822.7849011205393,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,824.6633777255383,826.0671915627694,822.9902626610598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,824.5677865418293,826.0221964864443,822.8826387280034,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,824.4018069720255,825.7951038457694,822.7098606577949,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,824.7415194546,826.1346383964985,823.1319326322724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,823.7635067859248,825.241735400299,822.0776636419631,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,824.3247526542768,825.7635286069901,822.6872567134814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,824.9850121153773,826.3798693189032,823.3134319466855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,825.5542367537189,827.0089896157212,823.7728077201941,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,826.2385092248143,827.6239227617023,824.407489088326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,825.3239405318358,827.1721234932982,823.2809234219037,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,824.7492980639222,826.1561090174434,822.9318729911678,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,824.954669977206,826.4150519150763,823.2539143038888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,824.9094184651354,826.385880835197,823.1095094176042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,824.8438472667574,826.4369099894014,822.8452056720449,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,824.9572093659716,826.4888886109861,823.0555943099349,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,824.9367951830525,826.4611334974467,823.1533675994216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000706,2000-07-06,824.6333219379966,825.9636773775488,822.896333406027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000707,2000-07-07,824.3170312979428,825.7062582989254,822.4373497243312,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000708,2000-07-08,823.4464963895539,825.2440765715363,821.5500021320416,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000709,2000-07-09,822.384798294709,823.7544071187051,820.6150952734392,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000710,2000-07-10,822.2192603132972,823.6125639092309,820.3158164189521,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000711,2000-07-11,822.7915347584974,824.2357288994912,821.0171759192299,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000712,2000-07-12,823.2493247230805,824.6713059141604,821.4413024603542,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000713,2000-07-13,823.8396041632284,825.2424163686909,822.2264504922917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000714,2000-07-14,823.8350450724524,825.3249878461543,822.1804839201657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000715,2000-07-15,822.9995456707753,824.3241014999086,821.337611706635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000716,2000-07-16,823.0689877656348,824.3520605187006,821.3573420594469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000717,2000-07-17,822.891831811799,824.2833008858335,821.170083063617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000718,2000-07-18,822.6991172452805,824.0692902614213,821.0027217103036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000719,2000-07-19,823.2469519507993,824.6463746520323,821.5031427006132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000720,2000-07-20,824.9315190584217,826.4976251731207,823.0915731767249,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000721,2000-07-21,826.153615582533,827.6236450936422,824.2493445051773,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000722,2000-07-22,826.5800043124032,828.0508100486467,824.9390168551329,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000723,2000-07-23,825.3794527753142,826.8688278952433,823.7175489371642,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000724,2000-07-24,825.3385407034307,826.6195041010827,823.5847558683498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000725,2000-07-25,826.1754824171123,827.5600099982025,824.3601099914807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000726,2000-07-26,826.2592419401651,827.5241657531186,824.6734093895287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000727,2000-07-27,825.8679973172251,827.2304288827991,824.0709846170436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000728,2000-07-28,826.4847823111836,827.736534061268,824.737538117691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000729,2000-07-29,827.2763950160033,828.6189145110875,825.3953787251348,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000730,2000-07-30,827.0404436296944,828.6350516301989,825.2397540907315,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000731,2000-07-31,825.5418919374077,827.0906836838578,823.7308456260691,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000801,2000-08-01,824.4626469214386,825.9035992582318,822.6423657930824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000802,2000-08-02,825.0047012273174,826.2124293574612,823.4845652217354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000803,2000-08-03,825.3920200179086,826.6522258459815,823.7440717294681,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000804,2000-08-04,826.6289157527431,828.1966109861982,824.9107254980338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000805,2000-08-05,826.7121609006394,828.3280055248558,825.0324077404225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000806,2000-08-06,826.5833898418239,827.9153032872375,824.7728108722129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000807,2000-08-07,826.80374215659,828.1434815133122,825.0152015097489,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000808,2000-08-08,826.6170298902517,828.1980098871496,824.7802526981027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000809,2000-08-09,825.4216612770051,827.1450826828905,823.3913364396867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000810,2000-08-10,825.4528472908909,826.9273376054479,823.7056929965433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000811,2000-08-11,825.5840262312846,827.0728511006191,823.6776743074222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000812,2000-08-12,827.6048451022621,829.2515228098994,825.6534571020863,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000813,2000-08-13,828.8203127975956,830.2312575403945,826.9918544235221,"{""type"":""MultiPoint"",""coordinates"":[]}"
